RegionID,zipcode,City,State,Metro,CountyName,SizeRank,PctChangeLast6Mos,PctChangeYOY
76575,43206,Columbus,OH,Columbus,Franklin County,3906,0.090909091,0.384615385
76497,43064,Plain City,OH,Columbus,Union County,7238,0.207792208,0.377777778
76482,43040,Marysville,OH,Columbus,Union County,2886,0.201492537,0.36440678
88335,69129,Chappell,NE,,Deuel County,14651,0.125,0.358490566
88262,68939,Franklin,NE,,Franklin County,14787,0.136363636,0.351351351
76500,43067,Raymond,OH,Columbus,Union County,14627,0.209090909,0.343434343
76485,43045,Milford Center,OH,Columbus,Union County,14288,0.169491525,0.326923077
74071,36862,Lafayette,AL,Valley,Chambers County,9943,0.205882353,0.322580645
68897,26149,Middlebourne,WV,,Tyler County,13095,0.13559322,0.288461538
70661,29684,Starr,SC,Greenville-Anderson-Mauldin,Anderson County,11052,0.094594595,0.285714286
84159,59730,Gallatin Gateway,MT,Bozeman,Gallatin County,13093,0.027777778,0.283911672
89215,71832,De Queen,AR,,Sevier County,8534,0.038961039,0.26984127
94969,85534,Duncan,AZ,,Greenlee County,13078,0.08974359,0.268656716
71001,30274,Riverdale,GA,Atlanta-Sandy Springs-Roswell,Clayton County,2820,0.109375,0.267857143
71756,32055,Lake City,FL,Lake City,Columbia County,6821,0.058823529,0.263157895
74663,38127,Memphis,TN,Memphis,Shelby County,1745,0.054054054,0.258064516
73855,36420,Andalusia,AL,,Covington County,7655,0.139534884,0.256410256
74358,37391,Turtletown,TN,Cleveland,Polk County,14168,0.118421053,0.25
100043,98948,Toppenish,WA,Yakima,Yakima County,8086,0.088495575,0.242424242
75142,39092,Lake,MS,,Scott County,12616,0.090909091,0.24137931
71519,31404,Savannah,GA,Savannah,Chatham County,3027,0.050632911,0.23880597
94053,83210,Aberdeen,ID,Blackfoot,Bingham County,13102,0.059322034,0.237623762
94323,83821,Coolin,ID,Sandpoint,Bonner County,14981,0.092307692,0.236933798
82683,56180,Walnut Grove,MN,,Redwood County,14847,0.16,0.234042553
70551,29560,Lake City,SC,Florence,Florence County,7087,0.115384615,0.234042553
73675,35987,Steele,AL,Birmingham-Hoover,Saint Clair County,12906,0.142857143,0.230769231
90240,74028,Depew,OK,Tulsa,Creek County,14431,0.136363636,0.229508197
74371,37409,Chattanooga,TN,Chattanooga,Hamilton County,12000,0.071428571,0.229508197
70341,29160,Swansea,SC,Columbia,Lexington County,8883,0.092592593,0.229166667
74734,38255,Sharon,TN,Martin,Weakley County,13380,0.048780488,0.228571429
69666,28020,Casar,NC,Shelby,Cleveland County,13083,0.076923077,0.228070175
78670,47564,Otwell,IN,Jasper,Pike County,14648,0.076923077,0.228070175
78807,47872,Rockville,IN,,Parke County,9331,0.06557377,0.226415094
75882,41039,Moorefield,KY,,Fleming County,12848,0.113636364,0.225
68633,25514,Fort Gay,WV,Huntington-Ashland,Wayne County,11712,0.088888889,0.225
100007,98856,Twisp,WA,,Okanogan County,12599,0.031531532,0.22459893
100205,99350,Prosser,WA,Kennewick-Richland,Benton County,7684,0.084745763,0.222929936
71270,30669,Union Point,GA,,Greene County,12425,0.047619048,0.222222222
94319,83813,Cocolalla,ID,Sandpoint,Bonner County,14641,0.068062827,0.221556886
85281,62037,Grafton,IL,St. Louis,Jersey County,13954,0.13253012,0.220779221
84479,60428,Markham,IL,Chicago-Naperville-Elgin,Cook County,8524,0.089285714,0.22
73507,35553,Double Springs,AL,,Winston County,10893,0.041666667,0.219512195
100208,99354,Richland,WA,Kennewick-Richland,Benton County,4563,0.053398058,0.219101124
94624,84642,Manti,UT,,Sanpete County,12775,0.04109589,0.216
94167,83442,Rigby,ID,Idaho Falls,Jefferson County,6349,0.052325581,0.214765101
90381,74370,Wyandotte,OK,Miami,Ottawa County,11853,0.133333333,0.214285714
78218,46702,Andrews,IN,Huntington,Huntington County,13696,0.075471698,0.212765957
100207,99353,West Richland,WA,Kennewick-Richland,Benton County,6688,0.076530612,0.212643678
94269,83676,Wilder,ID,Boise City,Canyon County,11508,0.081081081,0.212121212
74479,37779,Luttrell,TN,Knoxville,Union County,11875,0.081081081,0.212121212
94049,83204,Pocatello,ID,Pocatello,Bannock County,5913,0.084415584,0.210144928
68192,24530,Callands,VA,Danville,Pittsylvania County,14846,0.102941176,0.209677419
77566,45303,Ansonia,OH,Greenville,Darke County,13926,0.056338028,0.209677419
65809,19142,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,4032,0.066666667,0.20754717
100194,99336,Kennewick,WA,Kennewick-Richland,Benton County,690,0.07027027,0.207317073
100031,98935,Mabton,WA,Yakima,Yakima County,12739,0.025,0.205882353
97366,93620,Dos Palos,CA,Merced,Merced County,9190,0.082278481,0.204225352
94545,84328,Paradise,UT,Logan,Cache County,14752,0.111111111,0.204188482
100195,99337,Kennewick,WA,Kennewick-Richland,Benton County,3721,0.063492063,0.203592814
70989,30260,Morrow,GA,Atlanta-Sandy Springs-Roswell,Clayton County,4593,0.084507042,0.203125
95000,85616,Huachuca City,AZ,Sierra Vista-Douglas,Cochise County,10098,0.064102564,0.202898551
94047,83202,Chubbuck,ID,Pocatello,Bannock County,5581,0.079545455,0.202531646
94357,83860,Sagle,ID,Sandpoint,Bonner County,9252,0.043902439,0.202247191
94359,83864,Sandpoint,ID,Sandpoint,Bonner County,4976,0.04787234,0.201219512
100206,99352,Richland,WA,Kennewick-Richland,Benton County,2004,0.066326531,0.201149425
71018,30296,Riverdale,GA,Atlanta-Sandy Springs-Roswell,Clayton County,4074,0.054054054,0.2
71380,31027,East Dublin,GA,Dublin,Laurens County,8287,0.043478261,0.2
94046,83201,Pocatello,ID,Pocatello,Bannock County,2038,0.096774194,0.197183099
71739,32025,Lake City,FL,Lake City,Columbia County,5883,0.024096386,0.197183099
74875,38562,Gainesboro,TN,Cookeville,Jackson County,9522,0.089552239,0.196721311
68875,26070,Wellsburg,WV,Weirton-Steubenville,Brooke County,8842,0.016666667,0.196078431
84959,61420,Blandinsville,IL,Macomb,McDonough County,14902,0.088888889,0.195121951
94220,83605,Caldwell,ID,Boise City,Canyon County,3064,0.072992701,0.195121951
74719,38229,Gleason,TN,Martin,Weakley County,12711,0.042553191,0.195121951
73456,35444,Brookwood,AL,Tuscaloosa,Tuscaloosa County,11686,0.082352941,0.194805195
74720,38230,Greenfield,TN,Martin,Weakley County,11962,0.023809524,0.194444444
74458,37748,Harriman,TN,Knoxville,Roane County,5838,0.066666667,0.194029851
70635,29654,Honea Path,SC,Greenville-Anderson-Mauldin,Anderson County,8191,0.088235294,0.193548387
82427,55753,Keewatin,MN,Grand Rapids,Itasca County,14899,-0.013333333,0.193548387
100184,99323,Burbank,WA,Walla Walla,Walla Walla County,12325,0.035928144,0.193103448
93075,79766,Odessa,TX,Odessa,Ector County,10097,0.042016807,0.192307692
69586,27890,Weldon,NC,Roanoke Rapids,Halifax County,13193,0.033333333,0.192307692
70134,28684,Todd,NC,,Ashe County,13417,0.036231884,0.191666667
94273,83687,Nampa,ID,Boise City,Canyon County,3431,0.070063694,0.191489362
60371,6519,New Haven,CT,New Haven-Milford,New Haven County,7437,0.052631579,0.19047619
70817,30032,Candler-Mcafee,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,875,0.017094017,0.19
100196,99338,Kennewick,WA,Kennewick-Richland,Benton County,6903,0.067010309,0.189655172
93033,79703,Midland,TX,Midland,Midland County,5741,0.045454545,0.189655172
71000,30273,Rex,GA,Atlanta-Sandy Springs-Roswell,Clayton County,6416,0.060240964,0.189189189
85342,62218,Bartelso,IL,St. Louis,Clinton County,14722,0.047619048,0.189189189
94094,83274,Shelley,ID,Blackfoot,Bingham County,9193,0.055900621,0.188811189
71253,30642,Greensboro,GA,,Greene County,6341,0.016129032,0.188679245
94272,83686,Nampa,ID,Boise City,Canyon County,1128,0.067567568,0.187969925
90765,75212,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,5752,-0.0078125,0.186915888
59320,4039,Gray,ME,Portland-South Portland,Cumberland County,8931,0.138059701,0.186770428
100032,98936,Moxee,WA,Yakima,Yakima County,10449,0.060606061,0.186440678
89772,72833,Danville,AR,Russellville,Yell County,11399,0.0625,0.186046512
86308,64061,Kingsville,MO,Warrensburg,Johnson County,12270,0.0625,0.186046512
70901,30124,Cave Spring,GA,Rome,Floyd County,12219,0.064102564,0.185714286
74306,37332,Evensville,TN,Dayton,Rhea County,12686,0.050632911,0.185714286
94247,83641,Melba,ID,Boise City,Canyon County,12595,0.046511628,0.184210526
94262,83660,Parma,ID,Boise City,Canyon County,10674,0.072463768,0.184
417438,85128,Coolidge,AZ,Phoenix-Mesa-Scottsdale,Pinal County,7251,0.05,0.183098592
79750,49435,Marne,MI,Grand Rapids-Wyoming,Ottawa County,12415,0.043478261,0.183098592
100093,99116,Coulee Dam,WA,,Okanogan County,14592,0.033613445,0.182692308
94222,83607,Caldwell,ID,Boise City,Canyon County,3998,0.065789474,0.182481752
99884,98577,Raymond,WA,,Pacific County,9828,0.083333333,0.181818182
90250,74038,Jennings,OK,Tulsa,Pawnee County,13883,0.06557377,0.181818182
69277,27288,Eden,NC,Greensboro-High Point,Rockingham County,4359,0.06122449,0.181818182
94062,83221,Blackfoot,ID,Blackfoot,Bingham County,4804,0.054054054,0.181818182
74717,38225,Dresden,TN,Martin,Weakley County,10087,0.019607843,0.181818182
80830,52073,Sherrill,IA,Dubuque,Dubuque County,14642,-0.006622517,0.181102362
71694,31811,Hamilton,GA,Columbus,Harris County,10602,0.057142857,0.180851064
71656,31763,Leesburg,GA,Albany,Lee County,4254,0.020833333,0.180722892
61020,8232,Pleasantville,NJ,Atlantic City-Hammonton,Atlantic County,6347,0.0625,0.180555556
94073,83236,Firth,ID,Blackfoot,Bingham County,13963,0.0625,0.180555556
74200,37144,Petersburg,TN,,Lincoln County,12272,0.107692308,0.180327869
60408,6710,Waterbury,CT,New Haven-Milford,New Haven County,8593,0.090909091,0.180327869
97175,93241,Lamont,CA,Bakersfield,Kern County,8491,0.091666667,0.18018018
60708,7522,Paterson,NJ,New York-Newark-Jersey City,Passaic County,6876,0.092592593,0.18
100204,99349,Mattawa,WA,Moses Lake,Grant County,10969,0.05988024,0.18
94255,83651,Nampa,ID,Boise City,Canyon County,3524,0.070921986,0.1796875
70977,30238,Jonesboro,GA,Atlanta-Sandy Springs-Roswell,Clayton County,2326,0.067567568,0.179104478
77934,46051,Lapel,IN,Indianapolis-Carmel-Anderson,Madison County,12896,0.087912088,0.178571429
80447,50581,Rolfe,IA,,Pocahontas County,14955,0,0.178571429
80827,52070,Sabula,IA,,Jackson County,14852,0.037313433,0.177966102
74752,38315,Bethel Springs,TN,,McNairy County,11657,0.06,0.177777778
84147,59716,Gallatin Gateway,MT,Bozeman,Gallatin County,12439,0.0625,0.176923077
61802,10462,New York,NY,New York-Newark-Jersey City,Bronx County,45,0.072033898,0.176744186
74757,38321,Cedar Grove,TN,,Carroll County,12891,0.090909091,0.176470588
93737,81230,Gunnison,CO,,Gunnison County,7626,0.022522523,0.176165803
98112,95328,Keyes,CA,Modesto,Stanislaus County,12495,0.067010309,0.176136364
98472,95917,Biggs,CA,Chico,Butte County,12759,0.080924855,0.176100629
71738,32024,Lake City,FL,Lake City,Columbia County,5895,0.019047619,0.175824176
84321,60064,North Chicago,IL,Chicago-Naperville-Elgin,Lake County,7650,0.074074074,0.175675676
71247,30633,Danielsville,GA,Athens-Clarke County,Madison County,9042,0.048192771,0.175675676
92070,77630,Orange,TX,Beaumont-Port Arthur,Orange County,3323,0.015151515,0.175438596
71691,31807,Ellerslie,GA,Columbus,Harris County,13287,0.04587156,0.175257732
74605,38039,Grand Junction,TN,,Hardeman County,13877,0.093023256,0.175
77510,45219,Cincinnati,OH,Cincinnati,Hamilton County,5654,0.044444444,0.175
91239,76093,Rio Vista,TX,Dallas-Fort Worth-Arlington,Johnson County,13335,0.084745763,0.174311927
80008,49880,Rock,MI,Escanaba,Delta County,14843,0.102040816,0.173913043
82578,56039,Granada,MN,Fairmont,Martin County,14952,0.025316456,0.173913043
77020,44120,Cleveland,OH,Cleveland-Elyria,Cuyahoga County,1360,0.018867925,0.173913043
94354,83856,Priest River,ID,Sandpoint,Bonner County,9598,0.024242424,0.173611111
74295,37321,Dayton,TN,Dayton,Rhea County,5422,0.060240964,0.173333333
75411,39744,Eupora,MS,,Webster County,10046,0.150943396,0.173076923
71628,31707,Albany,GA,Albany,Dougherty County,3775,0.016666667,0.173076923
99993,98840,Okanogan,WA,,Okanogan County,11200,0,0.173076923
85997,63334,Bowling Green,MO,,Pike County,9925,0.010638298,0.172839506
72065,32564,Holt,FL,Crestview-Fort Walton Beach-Destin,Okaloosa County,12455,0.085106383,0.172413793
99840,98520,Aberdeen,WA,Aberdeen,Grays Harbor County,5075,0.0625,0.172413793
79148,48341,Pontiac,MI,Detroit-Warren-Dearborn,Oakland County,6605,0.03030303,0.172413793
90366,74352,Locust Grove,OK,,Mayes County,9802,0.086956522,0.171875
69193,27048,Stoneville,NC,Greensboro-High Point,Rockingham County,9060,0.071428571,0.171875
77520,45229,Cincinnati,OH,Cincinnati,Hamilton County,6694,0.012345679,0.171428571
100148,99181,Valley,WA,Spokane-Spokane Valley,Stevens County,13741,0.008196721,0.171428571
71499,31313,Hinesville,GA,Hinesville,Liberty County,1814,0.011363636,0.171052632
86284,64019,Centerview,MO,Warrensburg,Johnson County,13538,0.054945055,0.170731707
94161,83434,Menan,ID,Idaho Falls,Jefferson County,14594,0.03968254,0.169642857
99994,98841,Omak,WA,,Okanogan County,8674,0.015503876,0.169642857
71318,30808,Dearing,GA,Augusta-Richmond County,McDuffie County,11413,0.045454545,0.169491525
100013,98901,Yakima,WA,Yakima,Yakima County,3994,0.037593985,0.169491525
78459,47140,Marengo,IN,,Crawford County,12772,0.014705882,0.169491525
77607,45346,New Madison,OH,Greenville,Darke County,13674,0.027027027,0.169230769
94250,83644,Middleton,ID,Boise City,Canyon County,7873,0.064102564,0.169014085
70090,28638,Hudson,NC,Hickory-Lenoir-Morganton,Caldwell County,7384,0.046511628,0.168831169
92072,77632,Mauriceville,TX,Beaumont-Port Arthur,Orange County,5242,0.031914894,0.168674699
92055,77611,Bridge City,TX,Beaumont-Port Arthur,Orange County,8484,0.019607843,0.168539326
71688,31804,Cataula,GA,Columbus,Harris County,10693,0.047169811,0.168421053
94189,83501,Lewiston,ID,Lewiston,Nez Perce County,1699,0.050420168,0.168224299
100042,98947,Tieton,WA,Yakima,Yakima County,13137,0.073529412,0.168
60663,7422,Highland Lake,NJ,New York-Newark-Jersey City,Sussex County,9957,0.065693431,0.168
81087,52732,Clinton,IA,Clinton,Clinton County,3754,0.035460993,0.168
73551,35622,Falkville,AL,Decatur,Morgan County,9619,0.09375,0.166666667
69549,27852,Macclesfield,NC,Rocky Mount,Edgecombe County,12840,0.076923077,0.166666667
70910,30137,Emerson,GA,Atlanta-Sandy Springs-Roswell,Bartow County,14183,0.076923077,0.166666667
71856,32202,Jacksonville,FL,Jacksonville,Duval County,10405,0.072580645,0.166666667
71537,31501,Waycross,GA,Waycross,Ware County,7086,0.065217391,0.166666667
97158,93219,Earlimart,CA,Visalia-Porterville,Tulare County,10227,0.055555556,0.166666667
70975,30236,Jonesboro,GA,Atlanta-Sandy Springs-Roswell,Clayton County,930,0.05,0.166666667
69399,27542,Kenly,NC,Raleigh,Johnston County,8773,0.05,0.166666667
74622,38059,Newbern,TN,Dyersburg,Dyer County,9346,0.05,0.166666667
95015,85631,San Manuel,AZ,Phoenix-Mesa-Scottsdale,Pinal County,12314,0.05,0.166666667
78690,47598,Winslow,IN,Jasper,Pike County,12429,0.037037037,0.166666667
69522,27823,Enfield,NC,Roanoke Rapids,Halifax County,9630,0.029411765,0.166666667
100185,99324,College Place,WA,Walla Walla,Walla Walla County,8258,0.027173913,0.166666667
69303,27326,Ruffin,NC,Greensboro-High Point,Rockingham County,11613,0.026666667,0.166666667
100045,98951,Wapato,WA,Yakima,Yakima County,8206,0.017094017,0.166666667
75152,39111,Magee,MS,Jackson,Simpson County,8308,-0.014084507,0.166666667
94630,84648,Nephi,UT,Provo-Orem,Juab County,10840,0.043209877,0.165517241
61023,8241,Port Republic,NJ,Atlantic City-Hammonton,Atlantic County,14871,0.027272727,0.164948454
71745,32038,Fort White,FL,Lake City,Columbia County,8320,0.018018018,0.164948454
95919,89444,Wellington,NV,Gardnerville Ranchos,Douglas County,12167,0.035353535,0.164772727
93767,81328,Mancos,CO,,Montezuma County,10917,0,0.164772727
70986,30257,Milner,GA,Atlanta-Sandy Springs-Roswell,Lamar County,11421,0.053191489,0.164705882
75349,39560,Long Beach,MS,Gulfport-Biloxi-Pascagoula,Harrison County,5660,0.03125,0.164705882
93762,81323,Dolores,CO,,Montezuma County,10463,0.015957447,0.164634146
98515,95965,Oroville,CA,Chico,Butte County,5516,0.101796407,0.164556962
61971,10993,West Haverstraw,NY,New York-Newark-Jersey City,Rockland County,11636,0.088757396,0.164556962
98216,95457,Lower Lake,CA,Clearlake,Lake County,11209,0.157608696,0.163934426
71010,30288,Conley,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,9317,0.075757576,0.163934426
76022,41472,West Liberty,KY,,Morgan County,8571,0.028985507,0.163934426
62987,13143,Victory,NY,Auburn,Cayuga County,12825,0.103448276,0.163636364
71539,31503,Waycross,GA,Waycross,Ware County,5493,0.055555556,0.163265306
97430,93721,Fresno,CA,Fresno,Fresno County,10768,0.04587156,0.163265306
71661,31771,Norman Park,GA,Moultrie,Colquitt County,10831,0.017857143,0.163265306
80476,50619,Clarksville,IA,,Butler County,13646,0.075268817,0.162790698
65465,18421,Forest City,PA,,Susquehanna County,11091,0.04494382,0.1625
66891,21521,Barton,MD,Cumberland,Allegany County,14829,0.075,0.162162162
70610,29627,Belton,SC,Greenville-Anderson-Mauldin,Anderson County,5767,0.061728395,0.162162162
89302,72016,Roland,AR,Little Rock-North Little Rock-Conway,Pulaski County,12656,0.048780488,0.162162162
100087,99109,Chewelah,WA,Spokane-Spokane Valley,Stevens County,10304,0.015748031,0.162162162
100006,98855,Tonasket,WA,,Okanogan County,9748,0,0.162162162
90380,74369,Welch,OK,,Craig County,14272,-0.011494253,0.162162162
71410,31061,Milledgeville,GA,Milledgeville,Baldwin County,1261,0.025974026,0.161764706
60611,7107,Newark,NJ,New York-Newark-Jersey City,Essex County,3130,0.045454545,0.161616162
77243,44627,Fredericksburg,OH,Wooster,Wayne County,11776,0.036036036,0.161616162
70788,29945,Yemassee,SC,,Hampton County,11082,0.058823529,0.161290323
97303,93516,Boron,CA,Bakersfield,Kern County,13638,0,0.161290323
82912,56535,Erskine,MN,Grand Forks,Polk County,14650,-0.033557047,0.161290323
80372,50469,Rockwell,IA,Mason City,Cerro Gordo County,14598,0.122222222,0.16091954
74726,38237,Martin,TN,Martin,Weakley County,6414,0.015625,0.160714286
86615,64836,Carthage,MO,Joplin,Jasper County,4784,0.044444444,0.160493827
86181,63769,Oak Ridge,MO,Cape Girardeau,Cape Girardeau County,14670,0.010752688,0.160493827
76693,43456,Put in Bay,OH,Port Clinton,Ottawa County,14870,0.048309179,0.160427807
60697,7504,Paterson,NJ,New York-Newark-Jersey City,Passaic County,9220,0.060344828,0.160377358
77643,45390,Union City,OH,Greenville,Darke County,12544,0,0.16
74224,37184,Watertown,TN,Nashville-Davidson--Murfreesboro--Franklin,Wilson County,10303,0.045454545,0.159663866
80521,50670,Shell Rock,IA,,Butler County,13897,0.048,0.159292035
82441,55775,Goodland,MN,Grand Rapids,Itasca County,14509,0.0234375,0.159292035
71523,31408,Garden City,GA,Savannah,Chatham County,8553,0.106060606,0.158730159
74194,37137,Nunnelly,TN,Nashville-Davidson--Murfreesboro--Franklin,Hickman County,12725,0.042857143,0.158730159
71111,30415,Brooklet,GA,Statesboro,Bulloch County,9605,0.032608696,0.158536585
74467,37763,Kingston,TN,Knoxville,Roane County,6333,0.03539823,0.158415842
63001,13160,Union Springs,NY,Auburn,Cayuga County,13791,0.128205128,0.157894737
80463,50602,Allison,IA,,Butler County,14497,0.060240964,0.157894737
78604,47436,Heltonville,IN,Bedford,Lawrence County,14539,0.060240964,0.157894737
74774,38342,Hollow Rock,TN,,Carroll County,14517,0.047619048,0.157894737
77592,45331,Greenville,OH,Greenville,Darke County,4384,0.035294118,0.157894737
71374,31021,Dublin,GA,Dublin,Laurens County,3638,0,0.157894737
93714,81147,Pagosa Springs,CO,,Archuleta County,6420,0.014778325,0.157303371
90354,74337,Chouteau,OK,,Mayes County,11097,0.08,0.157142857
71506,31321,Pembroke,GA,Savannah,Bryan County,9889,0.038461538,0.157142857
86296,64040,Holden,MO,Warrensburg,Johnson County,10020,0.038461538,0.157142857
70579,29591,Scranton,SC,Florence,Florence County,10658,0.035087719,0.156862745
70083,28630,Granite Falls,NC,Hickory-Lenoir-Morganton,Caldwell County,5653,0.043478261,0.156626506
90376,74365,Salina,OK,,Mayes County,11360,0.104477612,0.15625
90900,75432,Cooper,TX,,Delta County,11965,0.057142857,0.15625
78386,46986,Swayzee,IN,Marion,Grant County,14085,0.027777778,0.15625
65436,18346,Coolbaugh,PA,East Stroudsburg,Monroe County,12271,0.05952381,0.155844156
71114,30421,Collins,GA,,Tattnall County,12651,0.046875,0.155172414
79760,49448,Polkton,MI,Grand Rapids-Wyoming,Ottawa County,11982,0.03875969,0.155172414
79147,48340,Pontiac,MI,Detroit-Warren-Dearborn,Oakland County,4190,0.015151515,0.155172414
94278,83705,Boise,ID,Boise City,Ada County,2998,0.038461538,0.155080214
98115,95333,Le Grand,CA,Merced,Merced County,13629,0.041958042,0.15503876
91173,75980,Zavalla,TX,Lufkin,Angelina County,12640,0.012345679,0.154929577
71243,30628,Colbert,GA,Athens-Clarke County,Madison County,9877,0.043010753,0.154761905
91264,76119,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,1899,0.021052632,0.154761905
74723,38233,Kenton,TN,,Gibson County,12753,0.071428571,0.153846154
78294,46816,Fort Wayne,IN,Fort Wayne,Allen County,6109,0.056338028,0.153846154
94277,83704,Boise,ID,Boise City,Ada County,1404,0.046511628,0.153846154
91250,76105,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,6071,0.046511628,0.153846154
69902,28376,Raeford,NC,Fayetteville,Hoke County,1378,0.03960396,0.153846154
73647,35952,Snead,AL,Birmingham-Hoover,Blount County,9407,0.034482759,0.153846154
71589,31601,Valdosta,GA,Valdosta,Lowndes County,3220,0,0.153846154
60694,7501,Paterson,NJ,New York-Newark-Jersey City,Passaic County,3988,0.076190476,0.153061224
71692,31808,Columbus,GA,Columbus,Muscogee County,9201,0.036697248,0.153061224
77379,44880,Sullivan,OH,Ashland,Ashland County,13302,0.020833333,0.152941176
73333,35125,Pell City,AL,Birmingham-Hoover,Saint Clair County,7962,0.077922078,0.152777778
78508,47260,Medora,IN,Seymour,Jackson County,14230,0.046153846,0.152542373
98523,95973,Chico,CA,Chico,Butte County,2027,0.082251082,0.152073733
78457,47138,Lexington,IN,Louisville/Jefferson County,Scott County,11175,0,0.151898734
65388,18224,Freeland,PA,Scranton--Wilkes-Barre--Hazleton,Luzerne County,9740,0.055555556,0.151515152
71675,31788,Moultrie,GA,Moultrie,Colquitt County,8744,0.04109589,0.151515152
62180,11692,New York,NY,New York-Newark-Jersey City,Queens County,6329,0.024822695,0.151394422
94241,83634,Kuna,ID,Boise City,Ada County,5386,0.054216867,0.151315789
91576,76823,Bangs,TX,Brownwood,Brown County,12435,0.033898305,0.150943396
80117,50060,Corydon,IA,,Wayne County,13101,0.016666667,0.150943396
94610,84627,Ephraim,UT,,Sanpete County,11305,0.037037037,0.150684932
99220,97360,Mill City,OR,Albany,Linn County,13578,0,0.150684932
78018,46184,New Whiteland,IN,Indianapolis-Carmel-Anderson,Johnson County,8084,0.059405941,0.150537634
78192,46580,Warsaw,IN,Warsaw,Kosciusko County,5124,0.049019608,0.150537634
93070,79761,Odessa,TX,Odessa,Ector County,3495,0.038834951,0.150537634
94252,83647,Mountain Home,ID,Mountain Home,Elmore County,5095,0.04,0.150442478
98516,95966,Oroville,CA,Chico,Butte County,3056,0.086419753,0.150326797
90261,74051,Ochelata,OK,Bartlesville,Washington County,14087,0.078125,0.15
74427,37701,Alcoa,TN,Knoxville,Blount County,8848,0.074766355,0.15
70972,30230,Hogansville,GA,LaGrange,Troup County,8833,0.061538462,0.15
70803,30016,Covington,GA,Atlanta-Sandy Springs-Roswell,Newton County,820,0.045454545,0.15
70968,30223,Griffin,GA,Atlanta-Sandy Springs-Roswell,Spalding County,2160,0.029850746,0.15
78275,46792,Warren,IN,Huntington,Huntington County,12108,0.029850746,0.15
89230,71851,Mineral Springs,AR,,Howard County,13499,0.022222222,0.15
98505,95954,Magalia,CA,Chico,Butte County,7077,0.090322581,0.149659864
79838,49643,Interlochen,MI,Traverse City,Grand Traverse County,9548,0.05625,0.149659864
98061,95231,French Camp,CA,Stockton-Lodi,San Joaquin County,12202,0.018382353,0.149377593
94996,85611,Elgin,AZ,Nogales,Santa Cruz County,14964,0.053571429,0.149350649
79654,49271,Pittsford,MI,Hillsdale,Hillsdale County,13855,0.013157895,0.149253731
93554,80819,Green Mountain Falls,CO,Colorado Springs,El Paso County,14841,0.035573123,0.149122807
100040,98944,Sunnyside,WA,Yakima,Yakima County,6253,0.0234375,0.149122807
85859,63013,Beaufort,MO,St. Louis,Franklin County,14454,0.07751938,0.148760331
89883,73051,Slaughterville,OK,Oklahoma City,Cleveland County,9689,0.075949367,0.148648649
77863,45856,Leipsic,OH,,Putnam County,11295,0.075949367,0.148648649
61074,8401,Atlantic City,NJ,Atlantic City-Hammonton,Atlantic County,1067,0.024096386,0.148648649
75417,39752,Mathiston,MS,,Webster County,12964,0.127272727,0.148148148
59091,3269,Sanbornton,NH,Laconia,Belknap County,12671,0.04494382,0.148148148
69253,27239,Denton,NC,Winston-Salem,Davidson County,8481,0.033333333,0.148148148
69509,27809,Red Oak,NC,Rocky Mount,Nash County,11318,-0.03125,0.148148148
95026,85643,Willcox,AZ,Sierra Vista-Douglas,Cochise County,9648,0.076923077,0.147540984
85291,62052,Jerseyville,IL,St. Louis,Jersey County,7374,0.060606061,0.147540984
78364,46952,Marion,IN,Marion,Grant County,4888,0.014492754,0.147540984
71582,31565,Waverly,GA,St. Marys,Camden County,13554,0,0.147368421
74109,37023,Big Rock,TN,,Stewart County,14407,0.068493151,0.147058824
70820,30035,Stone Mountain,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,5385,0.04,0.147058824
74333,37362,Oldfort,TN,Cleveland,Polk County,12002,0.088607595,0.146666667
71810,32131,East Palatka,FL,Palatka,Putnam County,11139,0.023809524,0.146666667
79843,49649,Kingsley,MI,Traverse City,Grand Traverse County,10217,0.055555556,0.146551724
74350,37381,Spring City,TN,Dayton,Rhea County,8057,0.044444444,0.146341463
78624,47462,Springville,IN,Bedford,Lawrence County,11239,0.032967033,0.146341463
94559,84401,Ogden,UT,Ogden-Clearfield,Weber County,2097,0.039215686,0.145945946
93816,81611,Aspen,CO,Glenwood Springs,Pitkin County,7596,0.002659574,0.145896657
92705,78840,Del Rio,TX,Del Rio,Val Verde County,1300,0.018518519,0.145833333
71377,31024,Eatonton,GA,,Putnam County,4475,0.018518519,0.145833333
77115,44301,Akron,OH,Akron,Summit County,6798,0.018518519,0.145833333
82692,56209,Atwater,MN,Willmar,Kandiyohi County,13221,0.035087719,0.145631068
97417,93706,Fresno,CA,Fresno,Fresno County,3918,0.058823529,0.145454545
71711,31833,West Point,GA,LaGrange,Troup County,9614,0.05,0.145454545
73711,36043,Hope Hull,AL,Montgomery,Montgomery County,11764,0.05,0.145454545
90047,73507,Lawton,OK,Lawton,Comanche County,4896,0.032786885,0.145454545
